Applicant_ID,Age,Gender,Race/Ethnicity,Sexual_Orientation,Religion,Marital_Status,Socioeconomic_Status,Education_Level,Years_of_Experience,Industry,Job_Position_Applied_For,Application_Status,Salary_Offer,Interview_Feedback_Score,Referral_Status
0644,37,Female,Mixed,LGBTQ+,Muslim,Single,Low,Bachelor's,23,Education,Senior-Level,Accepted,69759.0,7,Yes
0645,59,Male,Black,LGBTQ+,Other,Divorced,Low,Master's,20,Retail,Entry-Level,Rejected,,5,Yes
0646,32,Non-Binary,Hispanic,Heterosexual,Muslim,Single,High,Bachelor's,14,Manufacturing,Executive,Rejected,,3,No
0647,58,Male,Asian,LGBTQ+,Christian,Married,Low,Bachelor's,13,Finance,Entry-Level,Accepted,185354.0,9,Yes
0648,33,Male,White,LGBTQ+,Hindu,Married,High,Bachelor's,15,Education,Mid-Level,Accepted,109456.0,5,No
0649,58,Female,Hispanic,LGBTQ+,Christian,Divorced,Middle,Ph.D.,10,Education,Executive,Rejected,,9,No
0650,27,Prefer not to say,Asian,LGBTQ+,Jewish,Single,Middle,Bachelor's,35,Retail,Mid-Level,Rejected,,7,No
0651,37,Prefer not to say,Hispanic,LGBTQ+,Non-religious,Widowed,Low,Master's,8,Retail,Executive,Accepted,70560.0,4,Yes
0652,18,Non-Binary,White,LGBTQ+,Jewish,Widowed,High,Master's,24,Education,Senior-Level,Accepted,137161.0,1,Yes
0653,42,Female,Black,LGBTQ+,Hindu,Divorced,High,Ph.D.,40,Retail,Senior-Level,Accepted,131012.0,7,Yes
0654,33,Prefer not to say,Asian,LGBTQ+,Other,Single,High,Bachelor's,16,Manufacturing,Executive,Accepted,96660.0,4,Yes
0655,18,Male,Other,Heterosexual,Other,Widowed,Middle,High School,16,Finance,Executive,Accepted,141901.0,5,No
0656,50,Prefer not to say,Native American,LGBTQ+,Other,Widowed,High,High School,3,Retail,Senior-Level,Accepted,100522.0,4,No
0657,62,Non-Binary,Asian,Heterosexual,Jewish,Single,Low,High School,13,Manufacturing,Executive,Rejected,,7,Yes
0658,29,Non-Binary,Black,Heterosexual,Muslim,Widowed,Low,High School,14,Manufacturing,Mid-Level,Accepted,82675.0,1,Yes
0659,30,Non-Binary,Other,LGBTQ+,Jewish,Single,High,Bachelor's,5,Healthcare,Entry-Level,Rejected,,2,No
0660,22,Non-Binary,Asian,Heterosexual,Jewish,Widowed,High,High School,0,Tech,Senior-Level,Accepted,182684.0,1,Yes
0661,31,Male,White,LGBTQ+,Jewish,Widowed,Middle,Ph.D.,21,Healthcare,Senior-Level,Rejected,,4,No
0662,60,Prefer not to say,White,Heterosexual,Hindu,Divorced,Low,High School,14,Retail,Executive,Accepted,36731.0,10,Yes
0663,51,Non-Binary,Mixed,Heterosexual,Hindu,Widowed,High,Ph.D.,32,Education,Mid-Level,Accepted,197267.0,6,Yes
0664,58,Non-Binary,Other,Heterosexual,Other,Divorced,High,Ph.D.,14,Manufacturing,Executive,Rejected,,10,Yes
0665,40,Prefer not to say,White,Heterosexual,Other,Widowed,Middle,Bachelor's,9,Manufacturing,Entry-Level,Accepted,160528.0,2,No
0666,61,Prefer not to say,Black,LGBTQ+,Christian,Widowed,High,Bachelor's,15,Finance,Mid-Level,Accepted,57648.0,7,Yes
0667,28,Non-Binary,White,LGBTQ+,Muslim,Divorced,High,Ph.D.,7,Retail,Mid-Level,Rejected,,2,No
0668,32,Male,Mixed,LGBTQ+,Jewish,Widowed,High,Ph.D.,14,Finance,Senior-Level,Accepted,106277.0,2,Yes
0669,23,Non-Binary,Mixed,Heterosexual,Other,Single,High,Master's,8,Healthcare,Executive,Accepted,111474.0,1,Yes
0670,42,Prefer not to say,Hispanic,LGBTQ+,Other,Married,High,Bachelor's,6,Education,Entry-Level,Rejected,,6,Yes
0671,36,Female,White,LGBTQ+,Muslim,Divorced,Low,High School,19,Healthcare,Senior-Level,Accepted,101683.0,10,No
0672,58,Female,White,LGBTQ+,Other,Widowed,Low,Master's,9,Retail,Mid-Level,Accepted,43779.0,3,No
0673,64,Prefer not to say,Hispanic,Heterosexual,Christian,Widowed,Middle,Ph.D.,30,Healthcare,Executive,Rejected,,2,No
0674,36,Female,Mixed,LGBTQ+,Christian,Married,Middle,High School,9,Education,Mid-Level,Accepted,145837.0,8,No
0675,27,Female,Black,Heterosexual,Other,Single,Middle,High School,4,Education,Executive,Accepted,44766.0,2,No
0676,48,Female,Asian,Heterosexual,Non-religious,Divorced,High,Ph.D.,9,Retail,Executive,Accepted,38911.0,2,Yes
0677,43,Prefer not to say,Hispanic,Heterosexual,Other,Widowed,High,High School,14,Retail,Executive,Rejected,,8,No
0678,18,Male,Asian,Heterosexual,Christian,Widowed,High,Bachelor's,1,Manufacturing,Executive,Rejected,,2,Yes
0679,42,Prefer not to say,Mixed,LGBTQ+,Hindu,Married,Low,Master's,4,Retail,Mid-Level,Rejected,,1,No
0680,53,Prefer not to say,Asian,Heterosexual,Muslim,Single,Low,Bachelor's,0,Manufacturing,Executive,Rejected,,2,Yes
0681,26,Female,Mixed,Heterosexual,Christian,Divorced,Low,High School,3,Manufacturing,Senior-Level,Rejected,,9,Yes
0682,45,Male,Black,LGBTQ+,Christian,Divorced,High,Ph.D.,8,Manufacturing,Executive,Rejected,,9,No
0683,56,Female,Mixed,Heterosexual,Other,Single,Low,High School,6,Finance,Senior-Level,Accepted,65181.0,10,Yes
0684,55,Non-Binary,Hispanic,Heterosexual,Other,Widowed,Low,Master's,16,Education,Mid-Level,Rejected,,8,Yes
0685,34,Prefer not to say,Mixed,Heterosexual,Non-religious,Married,Low,Master's,40,Retail,Mid-Level,Rejected,,10,Yes
0686,44,Female,Hispanic,LGBTQ+,Jewish,Single,High,Bachelor's,4,Healthcare,Entry-Level,Accepted,173751.0,7,Yes
0687,39,Male,Hispanic,LGBTQ+,Hindu,Married,Low,Master's,0,Tech,Executive,Accepted,129256.0,2,Yes
0688,29,Non-Binary,Native American,LGBTQ+,Christian,Divorced,High,Master's,35,Healthcare,Entry-Level,Accepted,74760.0,6,No
0689,29,Non-Binary,Other,LGBTQ+,Jewish,Married,Middle,High School,16,Retail,Mid-Level,Accepted,67400.0,7,No
0690,21,Non-Binary,Mixed,Heterosexual,Other,Widowed,High,Ph.D.,11,Education,Senior-Level,Rejected,,9,No
0691,35,Prefer not to say,Native American,Heterosexual,Hindu,Single,Middle,Ph.D.,20,Tech,Entry-Level,Accepted,92924.0,2,Yes
0692,54,Male,Asian,LGBTQ+,Non-religious,Widowed,Low,Ph.D.,32,Retail,Mid-Level,Rejected,,8,Yes
0693,43,Male,Native American,Heterosexual,Other,Single,High,Ph.D.,34,Retail,Senior-Level,Accepted,168441.0,10,Yes
0694,56,Prefer not to say,Black,Heterosexual,Muslim,Single,Middle,Bachelor's,32,Healthcare,Entry-Level,Rejected,,8,No
0695,28,Non-Binary,Asian,LGBTQ+,Other,Married,High,High School,9,Healthcare,Executive,Rejected,,5,Yes
0696,18,Prefer not to say,Black,LGBTQ+,Other,Single,Middle,Ph.D.,3,Healthcare,Entry-Level,Rejected,,6,No
0697,40,Male,Asian,LGBTQ+,Other,Married,Middle,Master's,0,Tech,Executive,Rejected,,4,Yes
0698,51,Female,White,Heterosexual,Jewish,Single,Low,Master's,14,Education,Executive,Rejected,,5,No
0699,45,Female,Native American,LGBTQ+,Christian,Widowed,High,Ph.D.,10,Finance,Senior-Level,Rejected,,1,No
0700,63,Female,Asian,Heterosexual,Hindu,Single,Low,Ph.D.,26,Retail,Senior-Level,Accepted,72024.0,4,No
0701,60,Non-Binary,Asian,LGBTQ+,Jewish,Widowed,High,Bachelor's,20,Education,Executive,Accepted,58765.0,2,Yes
0702,26,Female,Hispanic,Heterosexual,Other,Married,Low,Master's,27,Manufacturing,Entry-Level,Rejected,,8,No
0703,36,Prefer not to say,Asian,LGBTQ+,Muslim,Married,High,Bachelor's,15,Healthcare,Entry-Level,Rejected,,4,No
0704,30,Prefer not to say,Mixed,Heterosexual,Other,Married,Low,Bachelor's,14,Tech,Mid-Level,Rejected,,1,No
0705,30,Female,White,Heterosexual,Non-religious,Married,Low,High School,12,Education,Senior-Level,Accepted,88137.0,6,No
0706,48,Male,Native American,LGBTQ+,Other,Single,Middle,High School,8,Healthcare,Senior-Level,Rejected,,7,Yes
0707,38,Male,Black,Heterosexual,Christian,Single,High,Master's,13,Healthcare,Executive,Rejected,,10,Yes
0708,45,Female,Hispanic,LGBTQ+,Hindu,Divorced,Middle,High School,3,Retail,Entry-Level,Accepted,116825.0,6,No
0709,65,Non-Binary,Black,LGBTQ+,Muslim,Widowed,Low,High School,4,Retail,Entry-Level,Accepted,183763.0,4,Yes
0710,63,Prefer not to say,Asian,Heterosexual,Non-religious,Divorced,Middle,Ph.D.,12,Manufacturing,Mid-Level,Accepted,63510.0,4,No
0711,53,Non-Binary,Other,LGBTQ+,Hindu,Widowed,High,High School,13,Tech,Executive,Rejected,,9,Yes
0712,28,Non-Binary,Mixed,Heterosexual,Hindu,Single,High,High School,6,Retail,Executive,Rejected,,9,Yes
0713,28,Prefer not to say,Other,LGBTQ+,Non-religious,Widowed,Middle,Master's,13,Finance,Entry-Level,Accepted,179919.0,4,Yes
0714,50,Prefer not to say,Native American,LGBTQ+,Hindu,Married,Middle,Master's,35,Tech,Mid-Level,Accepted,41957.0,9,Yes
0715,36,Male,Mixed,Heterosexual,Hindu,Married,Middle,High School,20,Finance,Mid-Level,Accepted,30366.0,6,No
0716,38,Male,Mixed,LGBTQ+,Other,Married,Middle,Master's,20,Tech,Entry-Level,Rejected,,4,No
0717,29,Non-Binary,Asian,Heterosexual,Other,Widowed,High,Master's,40,Retail,Mid-Level,Rejected,,4,No
0718,35,Female,Native American,LGBTQ+,Muslim,Widowed,Low,Ph.D.,23,Finance,Executive,Accepted,160013.0,3,No
0719,29,Female,Black,LGBTQ+,Other,Married,High,Master's,1,Healthcare,Mid-Level,Accepted,133336.0,10,Yes
0720,22,Female,Asian,LGBTQ+,Muslim,Widowed,High,Ph.D.,6,Retail,Mid-Level,Accepted,188149.0,2,No
0721,42,Male,Asian,Heterosexual,Other,Single,Low,Bachelor's,5,Healthcare,Mid-Level,Accepted,32463.0,2,No
0722,63,Male,Black,Heterosexual,Jewish,Widowed,Low,Master's,21,Education,Mid-Level,Accepted,44647.0,9,No
0723,58,Male,Asian,Heterosexual,Christian,Divorced,Low,Ph.D.,9,Tech,Mid-Level,Accepted,89421.0,7,No
0724,27,Non-Binary,Mixed,LGBTQ+,Muslim,Widowed,High,High School,15,Finance,Entry-Level,Accepted,56669.0,5,No
0725,22,Non-Binary,Asian,LGBTQ+,Christian,Single,High,Bachelor's,11,Education,Senior-Level,Accepted,141475.0,3,No
0726,57,Non-Binary,Hispanic,Heterosexual,Hindu,Widowed,High,Master's,16,Retail,Entry-Level,Accepted,68965.0,3,No
0727,27,Prefer not to say,White,LGBTQ+,Christian,Single,High,Ph.D.,17,Finance,Entry-Level,Rejected,,3,Yes
0728,42,Non-Binary,Hispanic,LGBTQ+,Jewish,Widowed,High,Ph.D.,38,Retail,Senior-Level,Accepted,94463.0,7,No
0729,53,Prefer not to say,Native American,LGBTQ+,Non-religious,Married,Middle,High School,18,Retail,Executive,Accepted,52872.0,4,No
0730,18,Female,Other,Heterosexual,Hindu,Widowed,Low,High School,1,Healthcare,Senior-Level,Accepted,107253.0,8,Yes
0731,53,Prefer not to say,Black,Heterosexual,Muslim,Single,High,Bachelor's,7,Retail,Mid-Level,Rejected,,1,No
0732,41,Male,Mixed,Heterosexual,Other,Single,Middle,Bachelor's,1,Finance,Senior-Level,Accepted,50707.0,4,Yes
0733,18,Prefer not to say,Black,Heterosexual,Jewish,Married,High,Master's,30,Education,Senior-Level,Rejected,,1,No
0734,25,Female,Asian,Heterosexual,Non-religious,Married,High,Bachelor's,0,Education,Executive,Rejected,,9,No
0735,54,Non-Binary,Mixed,Heterosexual,Jewish,Married,Middle,High School,16,Education,Mid-Level,Accepted,134963.0,10,Yes
0736,32,Prefer not to say,Black,Heterosexual,Other,Widowed,Middle,Master's,25,Education,Mid-Level,Accepted,127380.0,7,Yes
0737,35,Male,Asian,Heterosexual,Hindu,Divorced,Low,Bachelor's,18,Finance,Entry-Level,Accepted,85550.0,10,Yes
0738,37,Female,Native American,Heterosexual,Other,Single,Low,Master's,5,Manufacturing,Entry-Level,Rejected,,1,Yes
0739,38,Male,Hispanic,Heterosexual,Hindu,Divorced,Middle,Bachelor's,20,Education,Senior-Level,Accepted,55527.0,6,No
0740,65,Male,Native American,Heterosexual,Christian,Widowed,Middle,High School,9,Finance,Mid-Level,Rejected,,2,Yes
0741,63,Female,Black,Heterosexual,Other,Married,High,Master's,28,Finance,Senior-Level,Rejected,,6,No
0742,20,Prefer not to say,Black,Heterosexual,Non-religious,Single,Low,Ph.D.,6,Tech,Mid-Level,Rejected,,9,Yes
0743,49,Male,White,LGBTQ+,Muslim,Divorced,Low,High School,8,Manufacturing,Senior-Level,Rejected,,2,Yes
0744,29,Prefer not to say,Hispanic,LGBTQ+,Hindu,Widowed,High,Bachelor's,7,Manufacturing,Executive,Accepted,125282.0,5,No
0745,44,Female,White,LGBTQ+,Non-religious,Divorced,Middle,High School,13,Manufacturing,Executive,Rejected,,1,Yes
0746,65,Female,Mixed,Heterosexual,Muslim,Single,Middle,Ph.D.,10,Manufacturing,Executive,Accepted,88471.0,7,No
0747,60,Male,Hispanic,LGBTQ+,Jewish,Widowed,Low,High School,5,Retail,Entry-Level,Rejected,,7,Yes
0748,43,Non-Binary,Asian,LGBTQ+,Hindu,Widowed,Low,Ph.D.,7,Healthcare,Executive,Accepted,172889.0,3,No
0749,27,Female,Hispanic,Heterosexual,Non-religious,Widowed,Low,Master's,27,Education,Mid-Level,Accepted,85441.0,1,No
0750,35,Non-Binary,Mixed,Heterosexual,Christian,Married,Low,Master's,25,Tech,Senior-Level,Rejected,,7,Yes
0751,60,Non-Binary,Black,Heterosexual,Christian,Widowed,Middle,Master's,10,Finance,Senior-Level,Rejected,,8,No
0752,52,Female,Mixed,LGBTQ+,Hindu,Widowed,Low,Bachelor's,4,Retail,Mid-Level,Rejected,,6,Yes
0753,27,Prefer not to say,Black,LGBTQ+,Hindu,Single,High,Ph.D.,16,Manufacturing,Entry-Level,Rejected,,3,No
0754,58,Male,Asian,Heterosexual,Other,Married,Middle,Bachelor's,38,Education,Mid-Level,Rejected,,4,Yes
0755,61,Male,Hispanic,LGBTQ+,Christian,Divorced,Middle,High School,15,Retail,Executive,Rejected,,7,No
0756,40,Prefer not to say,Native American,LGBTQ+,Christian,Married,Middle,Ph.D.,23,Finance,Mid-Level,Rejected,,7,No
0757,60,Prefer not to say,Mixed,LGBTQ+,Other,Single,Low,High School,2,Retail,Entry-Level,Rejected,,2,No
0758,65,Male,Mixed,LGBTQ+,Non-religious,Single,High,Master's,26,Finance,Mid-Level,Rejected,,9,No
0759,25,Female,Other,LGBTQ+,Christian,Divorced,Middle,Ph.D.,25,Tech,Senior-Level,Accepted,163054.0,5,No
0760,60,Non-Binary,Hispanic,LGBTQ+,Other,Married,Low,Ph.D.,2,Tech,Entry-Level,Accepted,128148.0,9,No
0761,39,Female,Native American,LGBTQ+,Muslim,Widowed,Low,Ph.D.,3,Manufacturing,Executive,Accepted,196795.0,7,Yes
0762,43,Non-Binary,Native American,Heterosexual,Jewish,Married,Low,Bachelor's,32,Tech,Executive,Rejected,,9,Yes
0763,38,Female,Asian,Heterosexual,Christian,Widowed,Low,Bachelor's,1,Manufacturing,Entry-Level,Rejected,,1,Yes
0764,47,Non-Binary,Black,Heterosexual,Other,Married,Middle,Bachelor's,34,Finance,Executive,Rejected,,1,No
0765,23,Female,Mixed,Heterosexual,Other,Single,Low,Ph.D.,38,Tech,Entry-Level,Accepted,104045.0,5,Yes
0766,23,Male,White,LGBTQ+,Muslim,Widowed,Low,Ph.D.,1,Education,Entry-Level,Rejected,,2,Yes
0767,61,Prefer not to say,White,LGBTQ+,Other,Widowed,Low,Bachelor's,19,Tech,Mid-Level,Accepted,60725.0,6,No
0768,48,Male,Black,LGBTQ+,Christian,Married,High,High School,17,Tech,Mid-Level,Accepted,125653.0,2,Yes
0769,19,Non-Binary,Black,Heterosexual,Christian,Married,Middle,Master's,30,Finance,Entry-Level,Rejected,,9,No
0770,47,Prefer not to say,White,LGBTQ+,Muslim,Divorced,Low,Bachelor's,17,Education,Entry-Level,Rejected,,3,Yes
0771,64,Prefer not to say,White,LGBTQ+,Jewish,Divorced,Middle,High School,19,Education,Executive,Accepted,178672.0,6,No
0772,58,Male,White,Heterosexual,Christian,Divorced,High,Ph.D.,18,Manufacturing,Senior-Level,Rejected,,1,Yes
0773,29,Non-Binary,White,Heterosexual,Hindu,Married,Low,Bachelor's,23,Healthcare,Mid-Level,Rejected,,2,Yes
0774,38,Male,Mixed,LGBTQ+,Muslim,Widowed,High,Master's,14,Manufacturing,Entry-Level,Rejected,,5,Yes
0775,51,Female,Asian,LGBTQ+,Other,Single,High,Ph.D.,27,Healthcare,Senior-Level,Accepted,81674.0,1,No
0776,49,Male,Hispanic,LGBTQ+,Christian,Single,Middle,Bachelor's,38,Healthcare,Executive,Accepted,181103.0,1,No
0777,19,Male,White,LGBTQ+,Muslim,Widowed,Low,High School,10,Retail,Entry-Level,Accepted,153179.0,2,No
0778,64,Non-Binary,Hispanic,LGBTQ+,Hindu,Widowed,Low,Master's,31,Manufacturing,Entry-Level,Rejected,,5,No
0779,49,Male,Other,LGBTQ+,Non-religious,Single,Low,Bachelor's,3,Tech,Mid-Level,Accepted,114635.0,7,Yes
0780,28,Male,Black,LGBTQ+,Non-religious,Single,High,High School,8,Tech,Entry-Level,Accepted,109767.0,2,No
0781,39,Prefer not to say,Hispanic,Heterosexual,Muslim,Widowed,Low,Bachelor's,20,Finance,Executive,Rejected,,2,Yes
0782,54,Prefer not to say,Mixed,LGBTQ+,Hindu,Divorced,High,Ph.D.,14,Tech,Senior-Level,Rejected,,2,No
0783,53,Female,Mixed,Heterosexual,Other,Single,Low,Ph.D.,3,Finance,Entry-Level,Accepted,152722.0,7,Yes
0784,49,Male,Hispanic,Heterosexual,Non-religious,Divorced,Middle,Ph.D.,9,Manufacturing,Entry-Level,Accepted,87353.0,6,No
0785,46,Female,Other,LGBTQ+,Muslim,Single,Middle,Ph.D.,10,Retail,Senior-Level,Accepted,68611.0,8,Yes
0786,65,Male,Black,Heterosexual,Jewish,Married,Middle,High School,15,Retail,Executive,Rejected,,5,Yes
0787,53,Male,Hispanic,LGBTQ+,Muslim,Married,Middle,Ph.D.,32,Healthcare,Entry-Level,Rejected,,5,No
0788,24,Male,Mixed,LGBTQ+,Other,Widowed,Low,Master's,12,Education,Mid-Level,Rejected,,9,No
0789,51,Prefer not to say,Asian,Heterosexual,Other,Married,Low,Bachelor's,7,Tech,Entry-Level,Rejected,,4,Yes
0790,52,Male,Hispanic,Heterosexual,Non-religious,Widowed,Middle,Ph.D.,6,Finance,Senior-Level,Rejected,,4,Yes
0791,31,Non-Binary,Mixed,LGBTQ+,Other,Divorced,High,High School,3,Finance,Executive,Rejected,,4,Yes
0792,38,Male,Black,Heterosexual,Hindu,Widowed,Low,High School,15,Education,Senior-Level,Accepted,76534.0,5,Yes
0793,28,Male,Native American,LGBTQ+,Jewish,Single,Middle,Bachelor's,30,Tech,Entry-Level,Accepted,178705.0,5,Yes
0794,51,Female,Other,Heterosexual,Christian,Single,Middle,Master's,28,Education,Senior-Level,Rejected,,8,No
0795,41,Prefer not to say,Asian,LGBTQ+,Hindu,Divorced,High,Ph.D.,7,Healthcare,Entry-Level,Accepted,137562.0,4,Yes
0796,40,Prefer not to say,Asian,Heterosexual,Non-religious,Widowed,Middle,Bachelor's,5,Finance,Executive,Accepted,101807.0,9,No
0797,51,Female,Hispanic,LGBTQ+,Hindu,Widowed,High,Ph.D.,17,Healthcare,Mid-Level,Accepted,181916.0,9,No
0798,57,Male,White,LGBTQ+,Non-religious,Divorced,Middle,High School,0,Education,Mid-Level,Rejected,,3,No
0799,57,Female,Hispanic,LGBTQ+,Hindu,Single,Middle,High School,14,Tech,Mid-Level,Rejected,,10,Yes
0800,21,Prefer not to say,Hispanic,Heterosexual,Jewish,Divorced,High,High School,1,Healthcare,Mid-Level,Rejected,,5,Yes
0801,23,Non-Binary,Black,Heterosexual,Jewish,Single,Middle,Bachelor's,2,Education,Senior-Level,Accepted,196997.0,7,No
0802,43,Male,Hispanic,LGBTQ+,Non-religious,Divorced,Low,Ph.D.,20,Manufacturing,Mid-Level,Accepted,95541.0,3,No
0803,53,Female,Hispanic,LGBTQ+,Christian,Divorced,High,Ph.D.,34,Finance,Executive,Rejected,,2,Yes
0804,51,Prefer not to say,Mixed,LGBTQ+,Non-religious,Divorced,Middle,Master's,27,Education,Executive,Rejected,,8,Yes
0805,53,Male,Other,LGBTQ+,Christian,Married,High,Master's,15,Manufacturing,Senior-Level,Accepted,192762.0,9,No
0806,21,Prefer not to say,Black,LGBTQ+,Other,Single,Middle,Ph.D.,3,Tech,Entry-Level,Rejected,,2,No
0807,56,Male,Other,LGBTQ+,Non-religious,Widowed,High,Master's,3,Tech,Entry-Level,Accepted,165335.0,3,No
0808,26,Female,Mixed,Heterosexual,Hindu,Divorced,High,High School,15,Manufacturing,Mid-Level,Accepted,47600.0,1,Yes
0809,56,Male,Native American,Heterosexual,Muslim,Married,Low,Ph.D.,1,Manufacturing,Executive,Rejected,,1,Yes
0810,37,Prefer not to say,White,Heterosexual,Muslim,Divorced,High,Ph.D.,39,Tech,Executive,Accepted,196775.0,1,Yes
0811,27,Female,Black,Heterosexual,Jewish,Widowed,Middle,Master's,6,Manufacturing,Executive,Rejected,,5,No
0812,42,Male,White,LGBTQ+,Jewish,Married,Low,Master's,29,Tech,Executive,Accepted,182184.0,5,Yes
0813,59,Prefer not to say,Asian,LGBTQ+,Muslim,Widowed,High,Ph.D.,17,Tech,Mid-Level,Rejected,,9,Yes
0814,40,Prefer not to say,Native American,Heterosexual,Muslim,Married,Middle,Master's,29,Retail,Mid-Level,Rejected,,5,No
0815,22,Prefer not to say,White,LGBTQ+,Non-religious,Married,High,Master's,8,Retail,Senior-Level,Rejected,,10,No
0816,22,Male,Asian,Heterosexual,Muslim,Single,High,High School,15,Retail,Executive,Rejected,,4,Yes
0817,24,Female,Mixed,LGBTQ+,Jewish,Single,Low,Master's,7,Tech,Entry-Level,Rejected,,6,Yes
0818,29,Non-Binary,Asian,LGBTQ+,Jewish,Married,High,Bachelor's,12,Healthcare,Executive,Rejected,,5,Yes
0819,30,Female,White,Heterosexual,Christian,Single,High,High School,6,Tech,Mid-Level,Accepted,124256.0,7,Yes
0820,39,Female,Mixed,LGBTQ+,Muslim,Married,High,Ph.D.,32,Healthcare,Senior-Level,Accepted,47604.0,8,No
0821,58,Prefer not to say,Other,Heterosexual,Non-religious,Single,Low,Master's,6,Tech,Executive,Accepted,43494.0,10,No
0822,19,Female,Other,LGBTQ+,Hindu,Widowed,High,Master's,4,Finance,Senior-Level,Accepted,170095.0,10,Yes
0823,51,Non-Binary,White,Heterosexual,Non-religious,Single,High,Ph.D.,16,Retail,Entry-Level,Accepted,118616.0,7,No
0824,30,Non-Binary,Other,Heterosexual,Muslim,Married,High,Master's,3,Finance,Executive,Accepted,177811.0,10,Yes
0825,40,Male,White,Heterosexual,Non-religious,Widowed,Low,Master's,2,Tech,Entry-Level,Rejected,,9,Yes
0826,59,Non-Binary,White,LGBTQ+,Hindu,Married,Low,High School,0,Finance,Executive,Accepted,174833.0,8,Yes
0827,42,Prefer not to say,Mixed,Heterosexual,Jewish,Widowed,High,Bachelor's,7,Education,Entry-Level,Rejected,,6,Yes
0828,39,Prefer not to say,Asian,Heterosexual,Muslim,Single,High,High School,7,Education,Entry-Level,Accepted,95515.0,1,Yes
0829,21,Female,White,Heterosexual,Hindu,Single,Middle,Master's,38,Retail,Mid-Level,Rejected,,3,No
0830,48,Male,Mixed,Heterosexual,Christian,Divorced,High,Bachelor's,31,Retail,Senior-Level,Accepted,146271.0,5,No
0831,53,Non-Binary,Other,Heterosexual,Non-religious,Divorced,Middle,High School,1,Healthcare,Executive,Rejected,,5,Yes
0832,31,Female,Other,Heterosexual,Hindu,Married,Low,Master's,9,Tech,Mid-Level,Rejected,,8,Yes
0833,19,Prefer not to say,Other,Heterosexual,Hindu,Divorced,High,Ph.D.,19,Tech,Entry-Level,Rejected,,10,No
0834,49,Male,Other,LGBTQ+,Jewish,Widowed,Low,Bachelor's,13,Education,Mid-Level,Rejected,,9,Yes
0835,60,Non-Binary,Asian,LGBTQ+,Christian,Divorced,Middle,Bachelor's,1,Healthcare,Executive,Rejected,,1,Yes
0836,53,Prefer not to say,Mixed,LGBTQ+,Non-religious,Widowed,Middle,Master's,10,Education,Executive,Accepted,64569.0,1,No
0837,61,Non-Binary,Asian,Heterosexual,Non-religious,Divorced,Middle,Ph.D.,2,Manufacturing,Senior-Level,Rejected,,5,No
0838,59,Male,Asian,LGBTQ+,Non-religious,Divorced,Middle,Bachelor's,28,Education,Entry-Level,Rejected,,1,No
0839,20,Non-Binary,White,Heterosexual,Jewish,Single,High,High School,8,Manufacturing,Senior-Level,Accepted,145458.0,3,No
0840,35,Non-Binary,Other,LGBTQ+,Muslim,Married,High,Bachelor's,9,Manufacturing,Entry-Level,Accepted,60001.0,1,Yes
0841,61,Prefer not to say,Native American,LGBTQ+,Christian,Married,Low,Master's,16,Tech,Senior-Level,Accepted,187438.0,4,No
0842,24,Male,Native American,LGBTQ+,Christian,Single,Low,Bachelor's,20,Manufacturing,Senior-Level,Rejected,,2,No
0843,36,Female,Asian,LGBTQ+,Non-religious,Divorced,Middle,Ph.D.,23,Education,Senior-Level,Accepted,72025.0,6,Yes
0844,36,Female,Native American,Heterosexual,Christian,Married,Middle,Master's,13,Education,Entry-Level,Accepted,129900.0,2,Yes
0845,32,Prefer not to say,Native American,Heterosexual,Non-religious,Single,High,Ph.D.,33,Manufacturing,Executive,Rejected,,5,Yes
0846,54,Non-Binary,Black,LGBTQ+,Muslim,Divorced,Low,Ph.D.,20,Retail,Entry-Level,Accepted,146656.0,7,No
0847,23,Non-Binary,Native American,Heterosexual,Hindu,Widowed,High,Bachelor's,28,Education,Mid-Level,Accepted,170932.0,4,No
0848,61,Female,Native American,LGBTQ+,Hindu,Divorced,Middle,High School,2,Education,Executive,Accepted,180998.0,8,Yes
0849,29,Prefer not to say,Asian,Heterosexual,Christian,Widowed,Middle,Ph.D.,6,Finance,Entry-Level,Rejected,,1,Yes
0850,22,Female,Native American,LGBTQ+,Jewish,Divorced,Low,Ph.D.,35,Finance,Senior-Level,Accepted,118292.0,6,Yes
0851,64,Male,Asian,LGBTQ+,Jewish,Widowed,High,Ph.D.,27,Healthcare,Executive,Accepted,78090.0,10,Yes
0852,27,Male,Native American,LGBTQ+,Other,Widowed,Middle,Master's,28,Finance,Senior-Level,Accepted,90886.0,5,No
0853,39,Male,Native American,LGBTQ+,Hindu,Divorced,Middle,Master's,11,Finance,Entry-Level,Accepted,142862.0,9,No
0854,54,Non-Binary,Asian,LGBTQ+,Hindu,Married,Low,Master's,17,Education,Executive,Accepted,74386.0,5,No
0855,56,Male,Black,LGBTQ+,Muslim,Single,Low,Bachelor's,1,Manufacturing,Entry-Level,Accepted,31747.0,8,Yes
0856,41,Female,Hispanic,LGBTQ+,Other,Widowed,High,Bachelor's,29,Healthcare,Entry-Level,Accepted,146498.0,7,No
0857,34,Male,Other,Heterosexual,Hindu,Single,Middle,High School,7,Retail,Entry-Level,Rejected,,3,No
0858,35,Prefer not to say,Mixed,Heterosexual,Other,Divorced,Low,Ph.D.,6,Retail,Senior-Level,Accepted,176320.0,1,Yes
